ID,File,city,stateCode,zipCode,fullLocation,partialLocation,coordinates,price,floorSpace,bedrooms,bathrooms
28,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78732,"3816 Epperson Trl, Austin, TX 78732",3816 Epperson Trl,"{'latitude': 30.379139, 'longitude': -97.891487, '__typename': 'HOME_Coordinates'}","$849,000","{'formattedDimension': '2,774 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
29,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78724,"5329 King Henry Dr, Austin, TX 78724",5329 King Henry Dr,"{'latitude': 30.290392, 'longitude': -97.661552, '__typename': 'HOME_Coordinates'}","$414,990","{'formattedDimension': '1,201 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
30,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78746,"2526 Watkins Way, Austin, TX 78746",2526 Watkins Way,"{'latitude': 30.262066, 'longitude': -97.810242, '__typename': 'HOME_Coordinates'}","$1,139,000","{'formattedDimension': '1,983 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
31,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78752,"7705 Delafield Ln, Austin, TX 78752",7705 Delafield Ln,"{'latitude': 30.342655, 'longitude': -97.708977, '__typename': 'HOME_Coordinates'}","$595,000","{'formattedDimension': '1,772 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
32,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"6704 Menchaca Rd #44, Austin, TX 78745",6704 Menchaca Rd #44,"{'latitude': 30.206112, 'longitude': -97.806473, '__typename': 'HOME_Coordinates'}","$560,000","{'formattedDimension': '1,982 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
33,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78757,"1507 Piedmont Ave, Austin, TX 78757",1507 Piedmont Ave,"{'latitude': 30.343548, 'longitude': -97.726685, '__typename': 'HOME_Coordinates'}","$795,000","{'formattedDimension': '1,469 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
34,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78735,"4913 Quick Water Cv, Austin, TX 78735",4913 Quick Water Cv,"{'latitude': 30.252693, 'longitude': -97.829407, '__typename': 'HOME_Coordinates'}","$850,000","{'formattedDimension': '1,818 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
35,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78749,"6811 Kenosha Pass, Austin, TX 78749",6811 Kenosha Pass,"{'latitude': 30.231962, 'longitude': -97.866905, '__typename': 'HOME_Coordinates'}","$810,888","{'formattedDimension': '2,276 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
36,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78732,"12509 Stapp Ct, Austin, TX 78732",12509 Stapp Ct,"{'latitude': 30.375816, 'longitude': -97.890053, '__typename': 'HOME_Coordinates'}","$799,000","{'formattedDimension': '2,903 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
37,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78702,"1800 E 4th St #341, Austin, TX 78702",1800 E 4th St #341,"{'latitude': 30.260199, 'longitude': -97.723961, '__typename': 'HOME_Coordinates'}","$400,000","{'formattedDimension': '512 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '1bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '1ba', '__typename': 'HOME_FixedBathrooms'}"
38,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78731,"4212 Endcliffe Dr, Austin, TX 78731",4212 Endcliffe Dr,"{'latitude': 30.369118, 'longitude': -97.764702, '__typename': 'HOME_Coordinates'}","$1,550,000","{'formattedDimension': '2,681 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
39,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin50.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"4704 Sunset Trl #1206, Austin, TX 78745",4704 Sunset Trl #1206,"{'latitude': 30.22978, 'longitude': -97.803543, '__typename': 'HOME_Coordinates'}","$499,500","{'formattedDimension': '1,073 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
0,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78734,"333 Fantail Loop #A, Austin, TX 78734",333 Fantail Loop #A,"{'latitude': 30.36792, 'longitude': -97.974411, '__typename': 'HOME_Coordinates'}","$514,999","{'formattedDimension': '1,210 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
1,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78703,"Address Not Disclosed, Austin, TX 78703",Address Not Disclosed,"{'latitude': 30.280315, 'longitude': -97.762062, '__typename': 'HOME_Coordinates'}","$2,199,000","{'formattedDimension': '2,883 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
2,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78717,"10213 Cassandra Dr, Austin, TX 78717",10213 Cassandra Dr,"{'latitude': 30.492741, 'longitude': -97.771988, '__typename': 'HOME_Coordinates'}","$765,000","{'formattedDimension': '2,593 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
3,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"809 Battle Bend Blvd, Austin, TX 78745",809 Battle Bend Blvd,"{'latitude': 30.203257, 'longitude': -97.763969, '__typename': 'HOME_Coordinates'}","$600,000","{'formattedDimension': '1,326 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
4,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78704,"909 Audrey Dr, Austin, TX 78704",909 Audrey Dr,"{'latitude': 30.232172, 'longitude': -97.7715, '__typename': 'HOME_Coordinates'}","$1,850,000","{'formattedDimension': '2,266 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
5,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"603 Meadow Lea Dr, Austin, TX 78745",603 Meadow Lea Dr,"{'latitude': 30.189806, 'longitude': -97.790253, '__typename': 'HOME_Coordinates'}","$650,000","{'formattedDimension': '1,478 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
6,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78726,"8224 Phantom Canyon Dr, Austin, TX 78726",8224 Phantom Canyon Dr,"{'latitude': 30.426065, 'longitude': -97.860992, '__typename': 'HOME_Coordinates'}","$1,150,000","{'formattedDimension': '4,274 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '5bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
7,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78738,"5105 Alonso Dr, Austin, TX 78738",5105 Alonso Dr,"{'latitude': 30.334354, 'longitude': -98.033394, '__typename': 'HOME_Coordinates'}","$900,000","{'formattedDimension': '3,400 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '5bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
8,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78750,"9103 Middlebie Dr, Austin, TX 78750",9103 Middlebie Dr,"{'latitude': 30.431108, 'longitude': -97.79319, '__typename': 'HOME_Coordinates'}","$980,000","{'formattedDimension': '2,344 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
9,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Del Valle,TX,78617,"Stoney Ridge, Del Valle, TX 78617",Stoney Ridge,"{'latitude': 30.1572, 'longitude': -97.638603, '__typename': 'HOME_Coordinates'}","$348,990+","{'formattedDimension': '1,272 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
10,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Dripping Springs,TX,78738,"16712 Eider Cv, Dripping Springs, TX 78738",16712 Eider Cv,"{'latitude': 30.282862, 'longitude': -98.029892, '__typename': 'HOME_Coordinates'}","$1,575,000","{'formattedDimension': '4,257 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '5bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
11,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78758,"10410 Golden Meadow Dr, Austin, TX 78758",10410 Golden Meadow Dr,"{'latitude': 30.382124, 'longitude': -97.71019, '__typename': 'HOME_Coordinates'}","$750,000","{'formattedDimension': '2,814 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
12,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78729,"13007 Debarr Dr, Austin, TX 78729",13007 Debarr Dr,"{'latitude': 30.445835, 'longitude': -97.755768, '__typename': 'HOME_Coordinates'}","$549,000","{'formattedDimension': '1,568 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
13,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78752,"621 Amesbury Ln, Austin, TX 78752",621 Amesbury Ln,"{'latitude': 30.341801, 'longitude': -97.714333, '__typename': 'HOME_Coordinates'}","$599,000","{'formattedDimension': '962 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '1ba', '__typename': 'HOME_FixedBathrooms'}"
14,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78703,"3007 Oakmont Blvd, Austin, TX 78703",3007 Oakmont Blvd,"{'latitude': 30.304245, 'longitude': -97.756554, '__typename': 'HOME_Coordinates'}","$950,000","{'formattedDimension': '1,152 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '1ba', '__typename': 'HOME_FixedBathrooms'}"
15,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78701,"908 Nueces St #28, Austin, TX 78701",908 Nueces St #28,"{'latitude': 30.272573, 'longitude': -97.747498, '__typename': 'HOME_Coordinates'}","$799,995","{'formattedDimension': '1,249 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
16,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78738,"14521 American Kestrel Dr, Austin, TX 78738",14521 American Kestrel Dr,"{'latitude': 30.32163, 'longitude': -97.966064, '__typename': 'HOME_Coordinates'}","$710,000","{'formattedDimension': '1,821 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
17,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78748,"8612 Davis Oaks Trl, Austin, TX 78748",8612 Davis Oaks Trl,"{'latitude': 30.183512, 'longitude': -97.812538, '__typename': 'HOME_Coordinates'}","$550,000","{'formattedDimension': '1,680 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
18,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78704,"3115 Clawson Rd #302, Austin, TX 78704",3115 Clawson Rd #302,"{'latitude': 30.238909, 'longitude': -97.776802, '__typename': 'HOME_Coordinates'}","$1,349,000","{'formattedDimension': '2,476 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
19,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78703,"2804 Northwood Rd, Austin, TX 78703",2804 Northwood Rd,"{'latitude': 30.306513, 'longitude': -97.767578, '__typename': 'HOME_Coordinates'}","$3,999,950","{'formattedDimension': '4,291 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '6bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '5ba', '__typename': 'HOME_FixedBathrooms'}"
20,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78752,"7211-B3 Providence Ave, Austin, TX 78752",7211-B3 Providence Ave,"{'latitude': 30.329756, 'longitude': -97.697136, '__typename': 'HOME_Coordinates'}","$540,000","{'formattedDimension': '850 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '1ba', '__typename': 'HOME_FixedBathrooms'}"
21,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78757,"7517 Saint Cecelia St, Austin, TX 78757",7517 Saint Cecelia St,"{'latitude': 30.351315, 'longitude': -97.732056, '__typename': 'HOME_Coordinates'}","$750,000","{'formattedDimension': '1,350 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
22,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Del Valle,TX,78617,"6928 Ferrystone Pass, Del Valle, TX 78617",6928 Ferrystone Pass,"{'latitude': 30.159546, 'longitude': -97.637619, '__typename': 'HOME_Coordinates'}","$400,000","{'formattedDimension': '2,240 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
23,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78747,"Bradshaw Crossing : Highlands Collection, Austin, TX 78747",Bradshaw Crossing : Highlands Collection,"{'latitude': 30.139299, 'longitude': -97.772301, '__typename': 'HOME_Coordinates'}","$582,990+","{'formattedDimension': '2,925 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '5bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
24,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78758,"1011 Bird Creek Dr, Austin, TX 78758",1011 Bird Creek Dr,"{'latitude': 30.371574, 'longitude': -97.698334, '__typename': 'HOME_Coordinates'}","$350,000","{'formattedDimension': '1,760 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
25,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78758,"11907 Cherie Dr, Austin, TX 78758",11907 Cherie Dr,"{'latitude': 30.398172, 'longitude': -97.694099, '__typename': 'HOME_Coordinates'}","$642,000","{'formattedDimension': '2,131 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
26,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78704,"2000 Arthur Ln, Austin, TX 78704",2000 Arthur Ln,"{'latitude': 30.254269, 'longitude': -97.778564, '__typename': 'HOME_Coordinates'}","$1,700,000","{'formattedDimension': '1,342 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
27,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78721,"5609 Tura Ln #A, Austin, TX 78721",5609 Tura Ln #A,"{'latitude': 30.267504, 'longitude': -97.680748, '__typename': 'HOME_Coordinates'}","$650,000","{'formattedDimension': '1,695 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
28,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78758,"1104 Colony North Dr, Austin, TX 78758",1104 Colony North Dr,"{'latitude': 30.356527, 'longitude': -97.709641, '__typename': 'HOME_Coordinates'}","$469,000","{'formattedDimension': '1,100 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '1ba', '__typename': 'HOME_FixedBathrooms'}"
29,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78746,"404 Brookhaven Trl, Austin, TX 78746",404 Brookhaven Trl,"{'latitude': 30.281796, 'longitude': -97.802177, '__typename': 'HOME_Coordinates'}","$3,150,000","{'formattedDimension': '3,986 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '5ba', '__typename': 'HOME_FixedBathrooms'}"
30,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"7303 Conway Dr #502, Austin, TX 78745",7303 Conway Dr #502,"{'latitude': 30.186939, 'longitude': -97.782883, '__typename': 'HOME_Coordinates'}","$470,000","{'formattedDimension': '1,532 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '3ba', '__typename': 'HOME_FixedBathrooms'}"
31,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78727,"13106 Council Bluff Dr, Austin, TX 78727",13106 Council Bluff Dr,"{'latitude': 30.433718, 'longitude': -97.71769, '__typename': 'HOME_Coordinates'}","$699,000","{'formattedDimension': '2,004 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
32,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78701,"301 West Ave #1406, Austin, TX 78701",301 West Ave #1406,"{'latitude': 30.267519, 'longitude': -97.751434, '__typename': 'HOME_Coordinates'}","$1,750,000","{'formattedDimension': '1,467 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
33,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78737,"321 Littleton Dr, Austin, TX 78737",321 Littleton Dr,"{'latitude': 30.201164, 'longitude': -97.97451, '__typename': 'HOME_Coordinates'}","$875,000","{'formattedDimension': '3,758 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '4bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
34,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78734,"2212 Big Horn Dr, Austin, TX 78734",2212 Big Horn Dr,"{'latitude': 30.372583, 'longitude': -97.916336, '__typename': 'HOME_Coordinates'}","$285,000",N/A,"{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
35,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78734,"2644 Crazyhorse Pass, Austin, TX 78734",2644 Crazyhorse Pass,"{'latitude': 30.379402, 'longitude': -97.92627, '__typename': 'HOME_Coordinates'}","$265,000",N/A,"{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}",N/A
36,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78759,"4159 Steck Ave #175, Austin, TX 78759",4159 Steck Ave #175,"{'latitude': 30.376831, 'longitude': -97.757744, '__typename': 'HOME_Coordinates'}","$375,000","{'formattedDimension': '1,002 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
37,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78745,"Address Not Disclosed, Austin, TX 78745",Address Not Disclosed,"{'latitude': 30.205397, 'longitude': -97.818451, '__typename': 'HOME_Coordinates'}","$575,000","{'formattedDimension': '1,546 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
38,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78704,"2206 Eastside Dr, Austin, TX 78704",2206 Eastside Dr,"{'latitude': 30.239164, 'longitude': -97.747879, '__typename': 'HOME_Coordinates'}","$1,350,000","{'formattedDimension': '1,783 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': 'Studio', '__typename': 'HOME_StudioBedroom'}","{'formattedValue': '1ba', '__typename': 'HOME_FixedBathrooms'}"
39,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin9.html' mode='r' encoding='UTF-8'>,Austin,TX,78701,"555 E 5th St #501, Austin, TX 78701",555 E 5th St #501,"{'latitude': 30.265673, 'longitude': -97.737984, '__typename': 'HOME_Coordinates'}","$749,999","{'formattedDimension': '1,487 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '2bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '2ba', '__typename': 'HOME_FixedBathrooms'}"
0,<_io.TextIOWrapper name='/Users/bhava/Desktop/DS4A/Austin/austin8.html' mode='r' encoding='UTF-8'>,Austin,TX,78702,"4704 Milburn Ln #B, Austin, TX 78702",4704 Milburn Ln #B,"{'latitude': 30.258575, 'longitude': -97.697716, '__typename': 'HOME_Coordinates'}","$795,000","{'formattedDimension': '2,188 sqft', '__typename': 'HOME_SingleDimension'}","{'formattedValue': '3bd', '__typename': 'HOME_FixedBedrooms'}","{'formattedValue': '4ba', '__typename': 'HOME_FixedBathrooms'}"
