,street_address,zipcode,num_bedrooms,num_bathrooms,home_price,latest_saledate,latest_salemonth,latest_saleyear,URL
173,1300 Newning Ave APT 204,78704,1,1,332500,3,9,2021,https://www.zillow.com/homedetails/1300-Newning-Ave-APT-204-Austin-TX-78704/305429459_zpid/
174,13011B River Bnd,78732,2,1,341000,7,7,2021,https://www.zillow.com/homedetails/13011B-River-Bnd-Austin-TX-78732/29342572_zpid/
175,1301 Chicon St #204,78702,1,1,172200,18,1,2022,https://www.zillow.com/homedetails/1301-Chicon-St-204-Austin-TX-78702/305427489_zpid/
176,1301 Pike Rd,78734,2,1,607000,14,4,2022,https://www.zillow.com/homedetails/1301-Pike-Rd-Austin-TX-78734/29354241_zpid/
177,1302 Cloverleaf Dr,78723,3,1,673600,20,4,2022,https://www.zillow.com/homedetails/1302-Cloverleaf-Dr-Austin-TX-78723/29405551_zpid/
178,1302 Morgan Ln,78704,2,1,899400,4,8,2021,https://www.zillow.com/homedetails/1302-Morgan-Ln-Austin-TX-78704/29477098_zpid/
179,1303 E 2nd St,78702,2,1,1324600,30,6,2020,https://www.zillow.com/homedetails/1303-E-2nd-St-Austin-TX-78702/29384304_zpid/
180,1304 E M Franklin Ave,78721,2,1,572200,6,12,2021,https://www.zillow.com/homedetails/1304-E-M-Franklin-Ave-Austin-TX-78721/29391018_zpid/
181,1304 Hillcrest Dr,78723,3,1,580300,18,2,2022,https://www.zillow.com/homedetails/1304-Hillcrest-Dr-Austin-TX-78723/29409868_zpid/
182,1304 Mariposa Dr APT 122,78704,1,1,278700,22,2,2021,https://www.zillow.com/homedetails/1304-Mariposa-Dr-APT-122-Austin-TX-78704/29460439_zpid/
183,1304 Mariposa Dr APT 214,78704,1,1,320000,23,2,2022,https://www.zillow.com/homedetails/1304-Mariposa-Dr-APT-214-Austin-TX-78704/29460434_zpid/
184,1304 Mariposa Dr APT 226,78704,2,1,394400,14,11,2021,https://www.zillow.com/homedetails/1304-Mariposa-Dr-APT-226-Austin-TX-78704/29460449_zpid/
185,1304 Summit St APT 116,78741,1,1,277600,24,3,2022,https://www.zillow.com/homedetails/1304-Summit-St-APT-116-Austin-TX-78741/29460660_zpid/
186,1305 Holly St,78702,2,1,1261100,14,8,2020,https://www.zillow.com/homedetails/1305-Holly-St-Austin-TX-78702/29382502_zpid/
187,1306 Glenwood Dr,78723,3,1,594300,20,5,2021,https://www.zillow.com/homedetails/1306-Glenwood-Dr-Austin-TX-78723/29409945_zpid/
188,1306 Ridgemont Dr,78723,1,1,665400,15,3,2021,https://www.zillow.com/homedetails/1306-Ridgemont-Dr-Austin-TX-78723/29406797_zpid/
189,1306 West Ave #204,78701,1,1,526200,26,11,2019,https://www.zillow.com/homedetails/1306-West-Ave-204-Austin-TX-78701/241934605_zpid/
190,1307 Coleto St,78702,2,1,626300,20,7,2020,https://www.zillow.com/homedetails/1307-Coleto-St-Austin-TX-78702/29389518_zpid/
191,1313 Clearfield Dr,78758,2,1,408600,8,2,2022,https://www.zillow.com/homedetails/1313-Clearfield-Dr-Austin-TX-78758/29423381_zpid/
192,1315 McKie Cv,78752,2,1,412000,22,12,2021,https://www.zillow.com/homedetails/1315-McKie-Cv-Austin-TX-78752/29413770_zpid/
193,1317 Newning Ave,78704,3,1,2003700,25,10,2021,https://www.zillow.com/homedetails/1317-Newning-Ave-Austin-TX-78704/29458925_zpid/
194,1320 Robert Browning St UNIT 105,78723,1,1,481900,4,2,2022,https://www.zillow.com/homedetails/1320-Robert-Browning-St-UNIT-105-Austin-TX-78723/110539461_zpid/
195,1322 E 12th St #207,78702,1,1,757600,19,6,2020,https://www.zillow.com/homedetails/1322-E-12th-St-207-Austin-TX-78702/2080554210_zpid/
196,1322 E 12th St #304,78702,1,1,,23,6,2020,https://www.zillow.com/homedetails/1322-E-12th-St-304-Austin-TX-78702/2083012075_zpid/
197,1322 E 12th St #404,78702,1,1,,15,6,2020,https://www.zillow.com/homedetails/1322-E-12th-St-404-Austin-TX-78702/2082629336_zpid/
198,1322 E 12th St UNIT 203,78702,1,1,769600,12,6,2020,https://www.zillow.com/homedetails/1322-E-12th-St-UNIT-203-Austin-TX-78702/2080255319_zpid/
199,13915 Lake View Dr,78732,2,1,571300,31,8,2021,https://www.zillow.com/homedetails/13915-Lake-View-Dr-Austin-TX-78732/29366844_zpid/
200,13919 Hummingbird Ln,78732,2,1,627800,2,3,2022,https://www.zillow.com/homedetails/13919-Hummingbird-Ln-Austin-TX-78732/29361755_zpid/
201,1400-1402 Cedar Ave,78702,1,1,,18,11,2020,https://www.zillow.com/homedetails/1400-1402-Cedar-Ave-Austin-TX-78702/2079572332_zpid/
202,1400 Mohle Dr,78703,2,1,1766100,11,5,2021,https://www.zillow.com/homedetails/1400-Mohle-Dr-Austin-TX-78703/29337112_zpid/
203,1401 Sanchez St,78702,2,1,601800,6,5,2021,https://www.zillow.com/homedetails/1401-Sanchez-St-Austin-TX-78702/29389936_zpid/
204,1402 Cedar Ave,78702,1,1,,18,11,2020,https://www.zillow.com/homedetails/1402-Cedar-Ave-Austin-TX-78702/2078014338_zpid/
205,1402 Greenwood Ave,78721,3,1,702400,23,6,2021,https://www.zillow.com/homedetails/1402-Greenwood-Ave-Austin-TX-78721/29391093_zpid/
206,1403 Marcus Pl #A,78721,2,1,,2,6,2021,https://www.zillow.com/homedetails/1403-Marcus-Pl-A-Austin-TX-78721/2091430037_zpid/
207,1404 Eva St,78704,2,1,936900,14,1,2021,https://www.zillow.com/homedetails/1404-Eva-St-Austin-TX-78704/29472013_zpid/
208,1404 Norwalk Ln APT 212,78703,1,1,363800,5,8,2021,https://www.zillow.com/homedetails/1404-Norwalk-Ln-APT-212-Austin-TX-78703/29332310_zpid/
209,1404 Westmoor Dr,78723,3,1,652300,30,9,2021,https://www.zillow.com/homedetails/1404-Westmoor-Dr-Austin-TX-78723/29403785_zpid/
210,1405 E 34th St,78722,2,1,1176400,12,8,2021,https://www.zillow.com/homedetails/1405-E-34th-St-Austin-TX-78722/29394523_zpid/
211,1405 Perez St,78721,2,1,562400,1,7,2021,https://www.zillow.com/homedetails/1405-Perez-St-Austin-TX-78721/29391138_zpid/
212,1406 E 37th St,78722,3,1,986400,20,4,2021,https://www.zillow.com/homedetails/1406-E-37th-St-Austin-TX-78722/29394611_zpid/
213,1407 Newton St,78704,3,1,1156200,12,4,2021,https://www.zillow.com/homedetails/1407-Newton-St-Austin-TX-78704/29472007_zpid/
214,1410 Sanchez St,78702,3,1,741600,11,4,2022,https://www.zillow.com/homedetails/1410-Sanchez-St-Austin-TX-78702/29389930_zpid/
215,1411 Bentwood Rd,78722,3,1,694100,31,1,2022,https://www.zillow.com/homedetails/1411-Bentwood-Rd-Austin-TX-78722/29400892_zpid/
216,1411 Norwalk Ln APT 101,78703,2,1,393700,24,9,2021,https://www.zillow.com/homedetails/1411-Norwalk-Ln-APT-101-Austin-TX-78703/29332186_zpid/
217,1413 Newton St,78704,3,1,2155400,29,3,2021,https://www.zillow.com/homedetails/1413-Newton-St-Austin-TX-78704/29472004_zpid/
218,1417 Alma Dr,78753,3,1,316000,3,5,2022,https://www.zillow.com/homedetails/1417-Alma-Dr-Austin-TX-78753/29434832_zpid/
219,1422 Collier St APT 103,78704,1,1,279100,1,11,2021,https://www.zillow.com/homedetails/1422-Collier-St-APT-103-Austin-TX-78704/83124265_zpid/
220,1422 Collier St APT 110,78704,1,1,284900,1,11,2021,https://www.zillow.com/homedetails/1422-Collier-St-APT-110-Austin-TX-78704/83127295_zpid/
221,1422 Corona Dr,78723,2,1,586000,3,11,2021,https://www.zillow.com/homedetails/1422-Corona-Dr-Austin-TX-78723/29403835_zpid/
222,14500 Nutty Brown Rd,78737,2,1,,21,4,2021,https://www.zillow.com/homedetails/14500-Nutty-Brown-Rd-Austin-TX-78737/2072070326_zpid/
223,14700 Great Eagle Trl,78734,3,1,320000,24,3,2021,https://www.zillow.com/homedetails/14700-Great-Eagle-Trl-Austin-TX-78734/29361860_zpid/
224,1500 Alta Vista Ave,78704,3,1,1403100,20,10,2021,https://www.zillow.com/homedetails/1500-Alta-Vista-Ave-Austin-TX-78704/29458871_zpid/
225,1501 E 4th St #304,78702,1,1,,19,5,2021,https://www.zillow.com/homedetails/1501-E-4th-St-304-Austin-TX-78702/2082718486_zpid/
226,1501 Suffolk Dr,78723,3,1,628800,22,4,2022,https://www.zillow.com/homedetails/1501-Suffolk-Dr-Austin-TX-78723/29403898_zpid/
227,1505 Concordia Ave,78722,1,1,709900,9,8,2021,https://www.zillow.com/homedetails/1505-Concordia-Ave-Austin-TX-78722/29394553_zpid/
228,1507 Ridgehaven Dr,78723,3,1,925200,4,5,2021,https://www.zillow.com/homedetails/1507-Ridgehaven-Dr-Austin-TX-78723/29407076_zpid/
229,1509 E 14th St,78702,2,1,,8,12,2021,https://www.zillow.com/homedetails/1509-E-14th-St-Austin-TX-78702/29388373_zpid/
230,1510 W 6th St APT 102,78703,1,1,,9,4,2021,https://www.zillow.com/homedetails/1510-W-6th-St-APT-102-Austin-TX-78703/2133383814_zpid/
231,1510 W 6th St APT 104,78703,1,1,,28,1,2021,https://www.zillow.com/homedetails/1510-W-6th-St-APT-104-Austin-TX-78703/2146280567_zpid/
232,1510 W 6th St APT 211,78703,1,1,,10,12,2021,https://www.zillow.com/homedetails/1510-W-6th-St-APT-211-Austin-TX-78703/2144170290_zpid/
233,1510 W North Loop Blvd APT 1124,78756,1,1,301800,25,1,2022,https://www.zillow.com/homedetails/1510-W-North-Loop-Blvd-APT-1124-Austin-TX-78756/29411711_zpid/
234,1512 Ullrich Ave,78756,2,1,739800,1,4,2022,https://www.zillow.com/homedetails/1512-Ullrich-Ave-Austin-TX-78756/29412292_zpid/
235,1513 E 2nd St UNIT B,78702,2,1,841400,31,8,2021,https://www.zillow.com/homedetails/1513-E-2nd-St-UNIT-B-Austin-TX-78702/331624389_zpid/
236,1514 Parker Ln APT 206,78741,1,1,280900,7,4,2021,https://www.zillow.com/homedetails/1514-Parker-Ln-APT-206-Austin-TX-78741/29460715_zpid/
237,1514 Parker Ln APT 208,78741,1,1,382500,5,4,2021,https://www.zillow.com/homedetails/1514-Parker-Ln-APT-208-Austin-TX-78741/29460717_zpid/
238,1518 W Saint Johns Ave,78757,3,1,933100,23,12,2021,https://www.zillow.com/homedetails/1518-W-Saint-Johns-Ave-Austin-TX-78757/29418240_zpid/
239,15505 Sutton Dr,78734,1,1,2023700,16,9,2021,https://www.zillow.com/homedetails/15505-Sutton-Dr-Austin-TX-78734/29362639_zpid/
240,1600 Barton Springs Rd UNIT 1306,78704,1,1,543800,17,3,2021,https://www.zillow.com/homedetails/1600-Barton-Springs-Rd-UNIT-1306-Austin-TX-78704/83124340_zpid/
241,1600 Barton Springs Rd UNIT 2202,78704,1,1,494400,27,7,2021,https://www.zillow.com/homedetails/1600-Barton-Springs-Rd-UNIT-2202-Austin-TX-78704/83124375_zpid/
242,1600 Barton Springs Rd UNIT 2302,78704,1,1,395600,3,12,2021,https://www.zillow.com/homedetails/1600-Barton-Springs-Rd-UNIT-2302-Austin-TX-78704/83124383_zpid/
243,1600 Barton Springs Rd UNIT 5108,78704,1,1,537200,26,3,2021,https://www.zillow.com/homedetails/1600-Barton-Springs-Rd-UNIT-5108-Austin-TX-78704/83124488_zpid/
244,1600 Barton Springs Rd UNIT 5110,78704,1,1,585000,6,1,2021,https://www.zillow.com/homedetails/1600-Barton-Springs-Rd-UNIT-5110-Austin-TX-78704/83124490_zpid/
245,1600 S 1st St #204,78704,1,1,712000,8,4,2021,https://www.zillow.com/homedetails/1600-S-1st-St-204-Austin-TX-78704/2080102469_zpid/
246,1601 E Cesar Chavez St APT 302,78702,1,1,605500,21,9,2020,https://www.zillow.com/homedetails/1601-E-Cesar-Chavez-St-APT-302-Austin-TX-78702/80108276_zpid/
247,1601 Faro Dr APT 1103,78741,1,1,310400,23,3,2021,https://www.zillow.com/homedetails/1601-Faro-Dr-APT-1103-Austin-TX-78741/62607182_zpid/
248,1601 Miriam Ave #313,78702,1,1,389800,6,4,2021,https://www.zillow.com/homedetails/1601-Miriam-Ave-313-Austin-TX-78702/83125231_zpid/
249,1603 Enfield Rd SUITE 215,78703,1,1,551000,12,10,2021,https://www.zillow.com/homedetails/1603-Enfield-Rd-SUITE-215-Austin-TX-78703/119631985_zpid/
250,1604 Fair Oaks Dr,78745,2,1,398400,28,6,2021,https://www.zillow.com/homedetails/1604-Fair-Oaks-Dr-Austin-TX-78745/29482931_zpid/
251,1604 Salina St,78702,3,1,1110800,4,3,2021,https://www.zillow.com/homedetails/1604-Salina-St-Austin-TX-78702/29388464_zpid/
252,1607 Bauerle Ave,78704,2,1,2103800,11,6,2021,https://www.zillow.com/homedetails/1607-Bauerle-Ave-Austin-TX-78704/29322254_zpid/
253,1610 Enfield Rd,78703,1,1,,21,12,2020,https://www.zillow.com/homedetails/1610-Enfield-Rd-Austin-TX-78703/29331527_zpid/
254,1611 Clifford Ave,78702,2,1,596100,29,10,2021,https://www.zillow.com/homedetails/1611-Clifford-Ave-Austin-TX-78702/29389914_zpid/
255,1616 W 12th St,78703,2,1,1036200,10,3,2021,https://www.zillow.com/homedetails/1616-W-12th-St-Austin-TX-78703/29329821_zpid/
256,1623 Palma Plz,78703,2,1,1108700,18,10,2021,https://www.zillow.com/homedetails/1623-Palma-Plz-Austin-TX-78703/29329825_zpid/
257,1700 Cullen Ave #A,78757,2,1,733800,19,12,2021,https://www.zillow.com/homedetails/1700-Cullen-Ave-A-Austin-TX-78757/2127539058_zpid/
258,1700 Cullen Ave #B,78757,1,1,564400,1,12,2021,https://www.zillow.com/homedetails/1700-Cullen-Ave-B-Austin-TX-78757/2101591135_zpid/
259,1700 Nueces St APT 205,78701,1,1,296300,11,3,2021,https://www.zillow.com/homedetails/1700-Nueces-St-APT-205-Austin-TX-78701/83824500_zpid/
260,1700 Nueces St APT 207,78701,1,1,310600,6,12,2019,https://www.zillow.com/homedetails/1700-Nueces-St-APT-207-Austin-TX-78701/83822642_zpid/
261,1701 E Martin Luther King Jr Blvd #210,78702,1,1,,24,3,2021,https://www.zillow.com/homedetails/1701-E-Martin-Luther-King-Jr-Blvd-210-Austin-TX-78702/2077705193_zpid/
262,1702 Webberville Rd,78721,2,1,290500,14,12,2021,https://www.zillow.com/homedetails/1702-Webberville-Rd-Austin-TX-78721/29392754_zpid/
263,1710 Adina St,78721,2,1,,30,3,2022,https://www.zillow.com/homedetails/1710-Adina-St-Austin-TX-78721/29392791_zpid/
264,1714 Nash Ave #B,78704,2,1,,23,4,2021,https://www.zillow.com/homedetails/1714-Nash-Ave-B-Austin-TX-78704/83828598_zpid/
265,1716 Morrow St,78757,2,1,778100,10,12,2021,https://www.zillow.com/homedetails/1716-Morrow-St-Austin-TX-78757/29420341_zpid/
266,1716 Nash Ave #A,78704,2,1,,22,2,2021,https://www.zillow.com/homedetails/1716-Nash-Ave-A-Austin-TX-78704/83825074_zpid/
267,1717 Adina St,78721,3,1,540000,10,2,2022,https://www.zillow.com/homedetails/1717-Adina-St-Austin-TX-78721/29392757_zpid/
268,1719 E 38th 1/2 St,78722,3,1,675100,18,8,2021,https://www.zillow.com/homedetails/1719-E-38th-1-2-St-Austin-TX-78722/29394813_zpid/
269,1727 W 10th St,78703,1,1,1039200,14,5,2021,https://www.zillow.com/homedetails/1727-W-10th-St-Austin-TX-78703/29330012_zpid/
270,17313 W Beach Rd,78734,3,1,624900,5,11,2021,https://www.zillow.com/homedetails/17313-W-Beach-Rd-Austin-TX-78734/29371113_zpid/
271,1731 Spyglass Dr APT 64,78746,1,1,,15,11,2021,https://www.zillow.com/homedetails/1731-Spyglass-Dr-APT-64-Austin-TX-78746/2093825333_zpid/
272,1800 E 4th St UNIT 208,78702,1,1,410700,13,4,2022,https://www.zillow.com/homedetails/1800-E-4th-St-UNIT-208-Austin-TX-78702/305426521_zpid/
273,1800 E 4th St UNIT 249,78702,1,1,497300,18,9,2020,https://www.zillow.com/homedetails/1800-E-4th-St-UNIT-249-Austin-TX-78702/305430498_zpid/
274,1800 E 4th St UNIT 251,78702,1,1,492600,18,6,2021,https://www.zillow.com/homedetails/1800-E-4th-St-UNIT-251-Austin-TX-78702/305428756_zpid/
275,1800 E 4th St UNIT 255,78702,1,1,443300,22,11,2021,https://www.zillow.com/homedetails/1800-E-4th-St-UNIT-255-Austin-TX-78702/305430501_zpid/
276,1800 E 4th St UNIT 307,78702,1,1,504000,19,8,2021,https://www.zillow.com/homedetails/1800-E-4th-St-UNIT-307-Austin-TX-78702/305426937_zpid/
277,1800 E 4th St UNIT 309,78702,1,1,448000,28,4,2021,https://www.zillow.com/homedetails/1800-E-4th-St-UNIT-309-Austin-TX-78702/305427259_zpid/
278,1800 E 4th St UNIT 361,78702,1,1,412400,18,4,2022,https://www.zillow.com/homedetails/1800-E-4th-St-UNIT-361-Austin-TX-78702/305426786_zpid/
279,1800 Lavaca St #A-215,78701,1,1,274400,28,7,2021,https://www.zillow.com/homedetails/1800-Lavaca-St-A-215-Austin-TX-78701/29389269_zpid/
280,1800 Lavaca St #A-413,78701,1,1,271500,23,10,2020,https://www.zillow.com/homedetails/1800-Lavaca-St-A-413-Austin-TX-78701/29389298_zpid/
281,1800 Lavaca St #A-511,78701,1,1,276300,23,7,2020,https://www.zillow.com/homedetails/1800-Lavaca-St-A-511-Austin-TX-78701/29389312_zpid/
282,1800 Lavaca St #A-609,78701,2,1,387200,24,6,2021,https://www.zillow.com/homedetails/1800-Lavaca-St-A-609-Austin-TX-78701/29389326_zpid/
283,1800 Lavaca St #A-614,78701,1,1,289700,2,7,2019,https://www.zillow.com/homedetails/1800-Lavaca-St-A-614-Austin-TX-78701/29389331_zpid/
284,1800 Lavaca St #A-703,78701,1,1,285800,30,8,2021,https://www.zillow.com/homedetails/1800-Lavaca-St-A-703-Austin-TX-78701/29389336_zpid/
285,1800 Lavaca St APT 212,78701,1,1,312600,17,6,2019,https://www.zillow.com/homedetails/1800-Lavaca-St-APT-212-Austin-TX-78701/2101508495_zpid/
286,1800 Lavaca St APT 614,78701,1,1,301900,2,7,2019,https://www.zillow.com/homedetails/1800-Lavaca-St-APT-614-Austin-TX-78701/2131361745_zpid/
287,1801 Lavaca St APT 14M,78701,2,1,602400,16,10,2020,https://www.zillow.com/homedetails/1801-Lavaca-St-APT-14M-Austin-TX-78701/29389489_zpid/
288,1801 Lavaca St APT 5D,78701,1,1,582300,19,9,2019,https://www.zillow.com/homedetails/1801-Lavaca-St-APT-5D-Austin-TX-78701/29389399_zpid/
289,1801 Miles Ave,78745,1,1,839600,28,7,2021,https://www.zillow.com/homedetails/1801-Miles-Ave-Austin-TX-78745/29493397_zpid/
290,1802 New York Ave,78702,1,1,803900,30,9,2020,https://www.zillow.com/homedetails/1802-New-York-Ave-Austin-TX-78702/29387611_zpid/
291,1807 Poquito St APT 41,78702,1,1,415500,2,7,2020,https://www.zillow.com/homedetails/1807-Poquito-St-APT-41-Austin-TX-78702/89552631_zpid/
292,1807 Romeria Dr,78757,3,1,756000,22,4,2022,https://www.zillow.com/homedetails/1807-Romeria-Dr-Austin-TX-78757/29414867_zpid/
293,1818 S Lakeshore Blvd APT 8,78741,1,1,479100,21,1,2022,https://www.zillow.com/homedetails/1818-S-Lakeshore-Blvd-APT-8-Austin-TX-78741/64576295_zpid/
294,1818 Travis Heights Blvd,78704,2,1,1418500,20,8,2021,https://www.zillow.com/homedetails/1818-Travis-Heights-Blvd-Austin-TX-78704/29460501_zpid/
295,1818 W 36th St,78731,2,1,1704100,30,11,2021,https://www.zillow.com/homedetails/1818-W-36th-St-Austin-TX-78731/29340185_zpid/
296,1822 W 36th St,78731,2,1,1048300,22,9,2021,https://www.zillow.com/homedetails/1822-W-36th-St-Austin-TX-78731/29340187_zpid/
297,1840 Burton Dr APT 100,78741,1,1,169500,12,11,2021,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-100-Austin-TX-78741/29461699_zpid/
298,1840 Burton Dr APT 124,78741,1,1,207500,23,11,2021,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-124-Austin-TX-78741/29461691_zpid/
299,1840 Burton Dr APT 150,78741,1,1,215600,1,11,2021,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-150-Austin-TX-78741/29461685_zpid/
300,1840 Burton Dr APT 180,78741,1,1,182100,3,11,2021,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-180-Austin-TX-78741/29461657_zpid/
301,1840 Burton Dr APT 189,78741,1,1,192200,10,9,2021,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-189-Austin-TX-78741/29461610_zpid/
302,1840 Burton Dr APT 205,78741,1,1,210400,4,1,2022,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-205-Austin-TX-78741/29461626_zpid/
303,1840 Burton Dr APT 215,78741,1,1,193500,9,3,2021,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-215-Austin-TX-78741/29461588_zpid/
304,1840 Burton Dr APT 219,78741,1,1,228100,21,7,2021,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-219-Austin-TX-78741/29461592_zpid/
305,1840 Burton Dr APT 228,78741,1,1,220900,27,4,2021,https://www.zillow.com/homedetails/1840-Burton-Dr-APT-228-Austin-TX-78741/29461601_zpid/
306,1900 Barton Springs Rd UNIT 2001,78704,1,1,518800,15,10,2021,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-2001-Austin-TX-78704/251032281_zpid/
307,1900 Barton Springs Rd UNIT 2030,78704,1,1,632100,14,3,2022,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-2030-Austin-TX-78704/251029179_zpid/
308,1900 Barton Springs Rd UNIT 3008,78704,1,1,632300,25,6,2021,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-3008-Austin-TX-78704/251034338_zpid/
309,1900 Barton Springs Rd UNIT 3015,78704,1,1,481800,27,11,2021,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-3015-Austin-TX-78704/251032690_zpid/
310,1900 Barton Springs Rd UNIT 3028,78704,1,1,554800,15,12,2021,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-3028-Austin-TX-78704/251032439_zpid/
311,1900 Barton Springs Rd UNIT 3030,78704,1,1,635000,5,4,2021,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-3030-Austin-TX-78704/251031919_zpid/
312,1900 Barton Springs Rd UNIT 3033,78704,1,1,503900,18,6,2021,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-3033-Austin-TX-78704/2090532562_zpid/
313,1900 Barton Springs Rd UNIT 4001,78704,1,1,629700,18,3,2022,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-4001-Austin-TX-78704/251035582_zpid/
314,1900 Barton Springs Rd UNIT 4008,78704,1,1,639700,31,8,2021,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-4008-Austin-TX-78704/251036391_zpid/
315,1900 Barton Springs Rd UNIT 5003,78704,1,1,539300,29,4,2021,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-5003-Austin-TX-78704/251031804_zpid/
316,1902 Whitebead Trl,78734,2,1,499700,2,7,2021,https://www.zillow.com/homedetails/1902-Whitebead-Trl-Austin-TX-78734/29360164_zpid/
317,1904 Newning Ave,78704,2,1,1140200,4,1,2021,https://www.zillow.com/homedetails/1904-Newning-Ave-Austin-TX-78704/29459199_zpid/
318,1908 Madison Ave,78757,2,1,1759500,19,11,2021,https://www.zillow.com/homedetails/1908-Madison-Ave-Austin-TX-78757/29420572_zpid/
319,1908 San Antonio St APT 204,78705,1,1,294500,14,3,2022,https://www.zillow.com/homedetails/1908-San-Antonio-St-APT-204-Austin-TX-78705/62605622_zpid/
320,1911 Robbins Pl,78705,3,1,833800,1,3,2021,https://www.zillow.com/homedetails/1911-Robbins-Pl-Austin-TX-78705/29331929_zpid/
321,1914 Haskell St,78702,2,1,1009000,10,8,2020,https://www.zillow.com/homedetails/1914-Haskell-St-Austin-TX-78702/29381478_zpid/
322,1916 Dinsdale Ln,78741,2,1,472500,10,2,2021,https://www.zillow.com/homedetails/1916-Dinsdale-Ln-Austin-TX-78741/241937838_zpid/
323,1917 E 10th St,78702,2,1,1585000,25,2,2021,https://www.zillow.com/homedetails/1917-E-10th-St-Austin-TX-78702/29385223_zpid/
324,2000 E 8th St,78702,1,1,918600,24,6,2021,https://www.zillow.com/homedetails/2000-E-8th-St-Austin-TX-78702/29385273_zpid/
